"UAI";"Type";"Corps";"Code.section";"Section";"Groupe";"Discipline";"Effectif"
"0691774D";"Université";"PR";57;"57-Chirurgie orale - parondontologie - biologie orale";"Odontologie";"Odontologie";1
"0691774D";"Université";"PR";58;"58-Réhabilitation orale";"Odontologie";"Odontologie";6
"0691774D";"Université";"PR";60;"60-Mécanique, génie mécanique, génie civil";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";16
"0691774D";"Université";"PR";61;"61-Génie informatique, automatique et traitement du signal";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";9
"0691774D";"Université";"PR";62;"62-Energétique, génie des procédés";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";7
"0691774D";"Université";"PR";63;"63-Génie électrique, électronique, photonique et systèmes";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";11
"0691774D";"Université";"PR";64;"64-Biochimie et biologie moléculaire";"Biologie et biochimie, neurosciences";"Sciences";13
"0691774D";"Université";"PR";65;"65-Biologie cellulaire";"Biologie et biochimie, neurosciences";"Sciences";17
"0691774D";"Université";"PR";66;"66-Physiologie";"Biologie et biochimie, neurosciences";"Sciences";4
"0691774D";"Université";"PR";67;"67-Biologie des populations et écologie";"Biologie et biochimie, neurosciences";"Sciences";24
"0691774D";"Université";"PR";68;"68-Biologie des organismes";"Biologie et biochimie, neurosciences";"Sciences";2
"0691774D";"Université";"PR";69;"69-Neurosciences";"Biologie et biochimie, neurosciences";"Sciences";4
"0691774D";"Université";"PR";70;"70-Sciences de l'éducation et de la formation";"Pluridisciplinaire";"Lettres et sciences humaines";3
"0691774D";"Université";"PR";71;"71-Sciences de l'information et de la communication";"Pluridisciplinaire";"Lettres et sciences humaines";1
"0691774D";"Université";"PR";72;"72-Epistémologie, histoire des sciences et des techniques";"Pluridisciplinaire";"Lettres et sciences humaines";1
"0691774D";"Université";"PR";74;"74-Sciences et techniques des activités physiques et sportives";"Pluridisciplinaire";"Lettres et sciences humaines";7
"0691774D";"Université";"PR";80;"80-Sciences physico-chimiques et ingénierie appliquée à la santé";"Pharmacie(bi-appartenants)";"Pharmacie";1
"0691774D";"Université";"PR";81;"81-Sciences du médicament et des autres produits de santé";"Pharmacie(bi-appartenants)";"Pharmacie";8
"0691774D";"Université";"PR";82;"82-Sciences biologiques, fondamentales et cliniques";"Pharmacie(bi-appartenants)";"Pharmacie";5
"0691774D";"Université";"PR";85;"85-Sciences physico-chimiques et ingénierie appliquée à la santé";"Pharmacie(mono-appartenants)";"Pharmacie";5
"0691774D";"Université";"PR";86;"86-Sciences du médicament et des autres produits de santé";"Pharmacie(mono-appartenants)";"Pharmacie";7
"0691774D";"Université";"PR";87;"87-Sciences biologiques, fondamentales et cliniques";"Pharmacie(mono-appartenants)";"Pharmacie";4
"0691775E";"Université";"MCF";1;"1-Droit privé et sciences criminelles";"Droit et science politique";"Droit, économie et gestion";15
"0691775E";"Université";"MCF";2;"2-Droit public";"Droit et science politique";"Droit, économie et gestion";9
"0691775E";"Université";"MCF";4;"4-Science politique";"Droit et science politique";"Droit, économie et gestion";10
"0691775E";"Université";"MCF";5;"5-Sciences économiques";"Sciences économiques et de gestion";"Droit, économie et gestion";28
"0691775E";"Université";"MCF";6;"6-Sciences de gestion et du management";"Sciences économiques et de gestion";"Droit, économie et gestion";18
"0691775E";"Université";"MCF";7;"7-Sciences du langage";"Langues et littératures";"Lettres et sciences humaines";13
"0691775E";"Université";"MCF";8;"8-Langues et littératures anciennes";"Langues et littératures";"Lettres et sciences humaines";6
"0691775E";"Université";"MCF";9;"9-Langue et littérature française";"Langues et littératures";"Lettres et sciences humaines";17
"0691775E";"Université";"MCF";10;"10-Littératures comparées";"Langues et littératures";"Lettres et sciences humaines";2
"0691775E";"Université";"MCF";11;"11-Etudes anglophones";"Langues et littératures";"Lettres et sciences humaines";23
"0691775E";"Université";"MCF";12;"12-Etudes germaniques et scandinaves";"Langues et littératures";"Lettres et sciences humaines";10
"0691775E";"Université";"MCF";13;"13-Etudes slaves et baltes";"Langues et littératures";"Lettres et sciences humaines";1
"0691775E";"Université";"MCF";14;"14-Etudes romanes";"Langues et littératures";"Lettres et sciences humaines";21
"0691775E";"Université";"MCF";15;"15-Langues, littératures et cultures africaines, asiatiques et d'autres aires";"Langues et littératures";"Lettres et sciences humaines";5
"0691775E";"Université";"MCF";16;"16-Psychologie et ergonomie";"Sciences humaines";"Lettres et sciences humaines";37
"0691775E";"Université";"MCF";18;"18-Architecture (ses théories et ses pratiques), arts appliqués, arts plastiques, arts du spectacle, épistémologie des enseignements artistiques, esthétique, musicologie, musique, sciences de l'art";"Sciences humaines";"Lettres et sciences humaines";18
"0691775E";"Université";"MCF";19;"19-Sociologie, démographie";"Sciences humaines";"Lettres et sciences humaines";22
"0691775E";"Université";"MCF";20;"20-Ethnologie, préhistoire, anthropologie biologique";"Sciences humaines";"Lettres et sciences humaines";10
"0691775E";"Université";"MCF";21;"21-Histoire, civilisations, archéologie et art des mondes anciens et médiévaux";"Sciences humaines";"Lettres et sciences humaines";12
"0691775E";"Université";"MCF";22;"22-Histoire et civilisations : histoire des mondes modernes, histoire du monde contemporain , de l'art , de la musique";"Sciences humaines";"Lettres et sciences humaines";15
"0691775E";"Université";"MCF";23;"23-Géographie physique, humaine, économique et régionale";"Sciences humaines";"Lettres et sciences humaines";13
"0691775E";"Université";"MCF";24;"24-Aménagement de l'espace, urbanisme";"Sciences humaines";"Lettres et sciences humaines";3
"0691775E";"Université";"MCF";26;"26-Mathématiques appliquées et applications des mathématiques";"Mathématiques et informatique";"Sciences";3
"0691775E";"Université";"MCF";27;"27-Informatique";"Mathématiques et informatique";"Sciences";13
"0691775E";"Université";"MCF";61;"61-Génie informatique, automatique et traitement du signal";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";3
"0691775E";"Université";"MCF";62;"62-Energétique, génie des procédés";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";1
"0691775E";"Université";"MCF";69;"69-Neurosciences";"Biologie et biochimie, neurosciences";"Sciences";1
"0691775E";"Université";"MCF";70;"70-Sciences de l'éducation et de la formation";"Pluridisciplinaire";"Lettres et sciences humaines";15
"0691775E";"Université";"MCF";71;"71-Sciences de l'information et de la communication";"Pluridisciplinaire";"Lettres et sciences humaines";16
"0691775E";"Université";"PR";1;"1-Droit privé et sciences criminelles";"Droit et science politique";"Droit, économie et gestion";5
"0691775E";"Université";"PR";2;"2-Droit public";"Droit et science politique";"Droit, économie et gestion";5
"0691775E";"Université";"PR";4;"4-Science politique";"Droit et science politique";"Droit, économie et gestion";5
"0691775E";"Université";"PR";5;"5-Sciences économiques";"Sciences économiques et de gestion";"Droit, économie et gestion";15
"0691775E";"Université";"PR";6;"6-Sciences de gestion et du management";"Sciences économiques et de gestion";"Droit, économie et gestion";5
"0691775E";"Université";"PR";7;"7-Sciences du langage";"Langues et littératures";"Lettres et sciences humaines";9
"0691775E";"Université";"PR";8;"8-Langues et littératures anciennes";"Langues et littératures";"Lettres et sciences humaines";4
"0691775E";"Université";"PR";9;"9-Langue et littérature française";"Langues et littératures";"Lettres et sciences humaines";9
"0691775E";"Université";"PR";10;"10-Littératures comparées";"Langues et littératures";"Lettres et sciences humaines";1
"0691775E";"Université";"PR";11;"11-Etudes anglophones";"Langues et littératures";"Lettres et sciences humaines";9
"0691775E";"Université";"PR";12;"12-Etudes germaniques et scandinaves";"Langues et littératures";"Lettres et sciences humaines";3
"0691775E";"Université";"PR";14;"14-Etudes romanes";"Langues et littératures";"Lettres et sciences humaines";5
"0691775E";"Université";"PR";15;"15-Langues, littératures et cultures africaines, asiatiques et d'autres aires";"Langues et littératures";"Lettres et sciences humaines";3
"0691775E";"Université";"PR";16;"16-Psychologie et ergonomie";"Sciences humaines";"Lettres et sciences humaines";23
"0691775E";"Université";"PR";18;"18-Architecture (ses théories et ses pratiques), arts appliqués, arts plastiques, arts du spectacle, épistémologie des enseignements artistiques, esthétique, musicologie, musique, sciences de l'art";"Sciences humaines";"Lettres et sciences humaines";6
"0691775E";"Université";"PR";19;"19-Sociologie, démographie";"Sciences humaines";"Lettres et sciences humaines";9
"0691775E";"Université";"PR";20;"20-Ethnologie, préhistoire, anthropologie biologique";"Sciences humaines";"Lettres et sciences humaines";5
"0691775E";"Université";"PR";21;"21-Histoire, civilisations, archéologie et art des mondes anciens et médiévaux";"Sciences humaines";"Lettres et sciences humaines";12
"0691775E";"Université";"PR";22;"22-Histoire et civilisations : histoire des mondes modernes, histoire du monde contemporain , de l'art , de la musique";"Sciences humaines";"Lettres et sciences humaines";11
"0691775E";"Université";"PR";23;"23-Géographie physique, humaine, économique et régionale";"Sciences humaines";"Lettres et sciences humaines";8
"0691775E";"Université";"PR";24;"24-Aménagement de l'espace, urbanisme";"Sciences humaines";"Lettres et sciences humaines";3
"0691775E";"Université";"PR";26;"26-Mathématiques appliquées et applications des mathématiques";"Mathématiques et informatique";"Sciences";2
"0691775E";"Université";"PR";27;"27-Informatique";"Mathématiques et informatique";"Sciences";10
"0691775E";"Université";"PR";70;"70-Sciences de l'éducation et de la formation";"Pluridisciplinaire";"Lettres et sciences humaines";10
"0691775E";"Université";"PR";71;"71-Sciences de l'information et de la communication";"Pluridisciplinaire";"Lettres et sciences humaines";5
"0692437Z";"Université";"MCF";1;"1-Droit privé et sciences criminelles";"Droit et science politique";"Droit, économie et gestion";36
"0692437Z";"Université";"MCF";2;"2-Droit public";"Droit et science politique";"Droit, économie et gestion";22
"0692437Z";"Université";"MCF";3;"3-Histoire du droit et des institutions";"Droit et science politique";"Droit, économie et gestion";5
"0692437Z";"Université";"MCF";4;"4-Science politique";"Droit et science politique";"Droit, économie et gestion";4
"0692437Z";"Université";"MCF";5;"5-Sciences économiques";"Sciences économiques et de gestion";"Droit, économie et gestion";6
"0692437Z";"Université";"MCF";6;"6-Sciences de gestion et du management";"Sciences économiques et de gestion";"Droit, économie et gestion";45
"0692437Z";"Université";"MCF";7;"7-Sciences du langage";"Langues et littératures";"Lettres et sciences humaines";1
"0692437Z";"Université";"MCF";8;"8-Langues et littératures anciennes";"Langues et littératures";"Lettres et sciences humaines";7
"0692437Z";"Université";"MCF";9;"9-Langue et littérature française";"Langues et littératures";"Lettres et sciences humaines";9
"0692437Z";"Université";"MCF";10;"10-Littératures comparées";"Langues et littératures";"Lettres et sciences humaines";1
"0692437Z";"Université";"MCF";11;"11-Etudes anglophones";"Langues et littératures";"Lettres et sciences humaines";20
"0692437Z";"Université";"MCF";12;"12-Etudes germaniques et scandinaves";"Langues et littératures";"Lettres et sciences humaines";3
"0692437Z";"Université";"MCF";13;"13-Etudes slaves et baltes";"Langues et littératures";"Lettres et sciences humaines";5
"0692437Z";"Université";"MCF";14;"14-Etudes romanes";"Langues et littératures";"Lettres et sciences humaines";16
"0692437Z";"Université";"MCF";15;"15-Langues, littératures et cultures africaines, asiatiques et d'autres aires";"Langues et littératures";"Lettres et sciences humaines";19
"0692437Z";"Université";"MCF";17;"17-Philosophie";"Sciences humaines";"Lettres et sciences humaines";7
"0692437Z";"Université";"MCF";19;"19-Sociologie, démographie";"Sciences humaines";"Lettres et sciences humaines";1
"0692437Z";"Université";"MCF";21;"21-Histoire, civilisations, archéologie et art des mondes anciens et médiévaux";"Sciences humaines";"Lettres et sciences humaines";7
"0692437Z";"Université";"MCF";22;"22-Histoire et civilisations : histoire des mondes modernes, histoire du monde contemporain , de l'art , de la musique";"Sciences humaines";"Lettres et sciences humaines";8
"0692437Z";"Université";"MCF";23;"23-Géographie physique, humaine, économique et régionale";"Sciences humaines";"Lettres et sciences humaines";9
"0692437Z";"Université";"MCF";24;"24-Aménagement de l'espace, urbanisme";"Sciences humaines";"Lettres et sciences humaines";3
"0692437Z";"Université";"MCF";25;"25-Mathématiques";"Mathématiques et informatique";"Sciences";1
"0692437Z";"Université";"MCF";26;"26-Mathématiques appliquées et applications des mathématiques";"Mathématiques et informatique";"Sciences";1
"0692437Z";"Université";"MCF";27;"27-Informatique";"Mathématiques et informatique";"Sciences";6
"0692437Z";"Université";"MCF";71;"71-Sciences de l'information et de la communication";"Pluridisciplinaire";"Lettres et sciences humaines";14
"0692437Z";"Université";"MCF";72;"72-Epistémologie, histoire des sciences et des techniques";"Pluridisciplinaire";"Lettres et sciences humaines";2
"0692437Z";"Université";"PR";1;"1-Droit privé et sciences criminelles";"Droit et science politique";"Droit, économie et gestion";21
"0692437Z";"Université";"PR";2;"2-Droit public";"Droit et science politique";"Droit, économie et gestion";15
"0692437Z";"Université";"PR";3;"3-Histoire du droit et des institutions";"Droit et science politique";"Droit, économie et gestion";4
"0692437Z";"Université";"PR";4;"4-Science politique";"Droit et science politique";"Droit, économie et gestion";1
"0692437Z";"Université";"PR";6;"6-Sciences de gestion et du management";"Sciences économiques et de gestion";"Droit, économie et gestion";21
"0692437Z";"Université";"PR";7;"7-Sciences du langage";"Langues et littératures";"Lettres et sciences humaines";1
"0692437Z";"Université";"PR";8;"8-Langues et littératures anciennes";"Langues et littératures";"Lettres et sciences humaines";4
"0692437Z";"Université";"PR";9;"9-Langue et littérature française";"Langues et littératures";"Lettres et sciences humaines";7
"0692437Z";"Université";"PR";10;"10-Littératures comparées";"Langues et littératures";"Lettres et sciences humaines";2
"0692437Z";"Université";"PR";11;"11-Etudes anglophones";"Langues et littératures";"Lettres et sciences humaines";8
"0692437Z";"Université";"PR";12;"12-Etudes germaniques et scandinaves";"Langues et littératures";"Lettres et sciences humaines";1
"0692437Z";"Université";"PR";13;"13-Etudes slaves et baltes";"Langues et littératures";"Lettres et sciences humaines";1
"0692437Z";"Université";"PR";14;"14-Etudes romanes";"Langues et littératures";"Lettres et sciences humaines";6
"0692437Z";"Université";"PR";15;"15-Langues, littératures et cultures africaines, asiatiques et d'autres aires";"Langues et littératures";"Lettres et sciences humaines";6
"0692437Z";"Université";"PR";17;"17-Philosophie";"Sciences humaines";"Lettres et sciences humaines";8
"0692437Z";"Université";"PR";21;"21-Histoire, civilisations, archéologie et art des mondes anciens et médiévaux";"Sciences humaines";"Lettres et sciences humaines";4
"0692437Z";"Université";"PR";22;"22-Histoire et civilisations : histoire des mondes modernes, histoire du monde contemporain , de l'art , de la musique";"Sciences humaines";"Lettres et sciences humaines";4
"0692437Z";"Université";"PR";23;"23-Géographie physique, humaine, économique et régionale";"Sciences humaines";"Lettres et sciences humaines";5
"0692437Z";"Université";"PR";24;"24-Aménagement de l'espace, urbanisme";"Sciences humaines";"Lettres et sciences humaines";1
"0692437Z";"Université";"PR";27;"27-Informatique";"Mathématiques et informatique";"Sciences";1
"0692437Z";"Université";"PR";60;"60-Mécanique, génie mécanique, génie civil";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";1
"0692437Z";"Université";"PR";71;"71-Sciences de l'information et de la communication";"Pluridisciplinaire";"Lettres et sciences humaines";4
"0692437Z";"Université";"PR";72;"72-Epistémologie, histoire des sciences et des techniques";"Pluridisciplinaire";"Lettres et sciences humaines";1
"0692459Y";"Grand établissement";"MCF";22;"22-Histoire et civilisations : histoire des mondes modernes, histoire du monde contemporain , de l'art , de la musique";"Sciences humaines";"Lettres et sciences humaines";1
"0692459Y";"Grand établissement";"MCF";71;"71-Sciences de l'information et de la communication";"Pluridisciplinaire";"Lettres et sciences humaines";4
"0692459Y";"Grand établissement";"PR";22;"22-Histoire et civilisations : histoire des mondes modernes, histoire du monde contemporain , de l'art , de la musique";"Sciences humaines";"Lettres et sciences humaines";1
"0692459Y";"Grand établissement";"PR";71;"71-Sciences de l'information et de la communication";"Pluridisciplinaire";"Lettres et sciences humaines";2
"0693735K";"École de formation artistique";"MCF";18;"18-Architecture (ses théories et ses pratiques), arts appliqués, arts plastiques, arts du spectacle, épistémologie des enseignements artistiques, esthétique, musicologie, musique, sciences de l'art";"Sciences humaines";"Lettres et sciences humaines";1
"0693735K";"École de formation artistique";"PR";18;"18-Architecture (ses théories et ses pratiques), arts appliqués, arts plastiques, arts du spectacle, épistémologie des enseignements artistiques, esthétique, musicologie, musique, sciences de l'art";"Sciences humaines";"Lettres et sciences humaines";1
"0694123G";"École normale supérieure";"MCF";4;"4-Science politique";"Droit et science politique";"Droit, économie et gestion";1
"0694123G";"École normale supérieure";"MCF";5;"5-Sciences économiques";"Sciences économiques et de gestion";"Droit, économie et gestion";2
"0694123G";"École normale supérieure";"MCF";7;"7-Sciences du langage";"Langues et littératures";"Lettres et sciences humaines";3
"0694123G";"École normale supérieure";"MCF";8;"8-Langues et littératures anciennes";"Langues et littératures";"Lettres et sciences humaines";3
"0694123G";"École normale supérieure";"MCF";9;"9-Langue et littérature française";"Langues et littératures";"Lettres et sciences humaines";6
"0694123G";"École normale supérieure";"MCF";10;"10-Littératures comparées";"Langues et littératures";"Lettres et sciences humaines";2
"0694123G";"École normale supérieure";"MCF";11;"11-Etudes anglophones";"Langues et littératures";"Lettres et sciences humaines";4
"0694123G";"École normale supérieure";"MCF";12;"12-Etudes germaniques et scandinaves";"Langues et littératures";"Lettres et sciences humaines";3
"0694123G";"École normale supérieure";"MCF";13;"13-Etudes slaves et baltes";"Langues et littératures";"Lettres et sciences humaines";1
"0694123G";"École normale supérieure";"MCF";14;"14-Etudes romanes";"Langues et littératures";"Lettres et sciences humaines";5
"0694123G";"École normale supérieure";"MCF";15;"15-Langues, littératures et cultures africaines, asiatiques et d'autres aires";"Langues et littératures";"Lettres et sciences humaines";1
"0694123G";"École normale supérieure";"MCF";17;"17-Philosophie";"Sciences humaines";"Lettres et sciences humaines";5
"0694123G";"École normale supérieure";"MCF";18;"18-Architecture (ses théories et ses pratiques), arts appliqués, arts plastiques, arts du spectacle, épistémologie des enseignements artistiques, esthétique, musicologie, musique, sciences de l'art";"Sciences humaines";"Lettres et sciences humaines";2
"0694123G";"École normale supérieure";"MCF";19;"19-Sociologie, démographie";"Sciences humaines";"Lettres et sciences humaines";1
"0694123G";"École normale supérieure";"MCF";21;"21-Histoire, civilisations, archéologie et art des mondes anciens et médiévaux";"Sciences humaines";"Lettres et sciences humaines";2
"0694123G";"École normale supérieure";"MCF";22;"22-Histoire et civilisations : histoire des mondes modernes, histoire du monde contemporain , de l'art , de la musique";"Sciences humaines";"Lettres et sciences humaines";5
"0694123G";"École normale supérieure";"MCF";23;"23-Géographie physique, humaine, économique et régionale";"Sciences humaines";"Lettres et sciences humaines";6
"0694123G";"École normale supérieure";"MCF";25;"25-Mathématiques";"Mathématiques et informatique";"Sciences";5
"0694123G";"École normale supérieure";"MCF";26;"26-Mathématiques appliquées et applications des mathématiques";"Mathématiques et informatique";"Sciences";1
"0694123G";"École normale supérieure";"MCF";27;"27-Informatique";"Mathématiques et informatique";"Sciences";9
"0694123G";"École normale supérieure";"MCF";28;"28-Milieux denses et matériaux";"Physique";"Sciences";8
"0694123G";"École normale supérieure";"MCF";29;"29-Constituants élémentaires";"Physique";"Sciences";1
"0694123G";"École normale supérieure";"MCF";31;"31-Chimie théorique, physique, analytique";"Chimie";"Sciences";1
"0694123G";"École normale supérieure";"MCF";32;"32-Chimie organique, minérale, industrielle";"Chimie";"Sciences";4
"0694123G";"École normale supérieure";"MCF";34;"34-Astronomie, astrophysique";"Sciences de la terre";"Sciences";2
"0694123G";"École normale supérieure";"MCF";35;"35-Structure et évolution de la terre et des autres planètes";"Sciences de la terre";"Sciences";3
"0694123G";"École normale supérieure";"MCF";61;"61-Génie informatique, automatique et traitement du signal";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";1
"0694123G";"École normale supérieure";"MCF";64;"64-Biochimie et biologie moléculaire";"Biologie et biochimie, neurosciences";"Sciences";6
"0694123G";"École normale supérieure";"MCF";65;"65-Biologie cellulaire";"Biologie et biochimie, neurosciences";"Sciences";5
"0694123G";"École normale supérieure";"MCF";67;"67-Biologie des populations et écologie";"Biologie et biochimie, neurosciences";"Sciences";1
"0694123G";"École normale supérieure";"MCF";68;"68-Biologie des organismes";"Biologie et biochimie, neurosciences";"Sciences";1
"0694123G";"École normale supérieure";"MCF";70;"70-Sciences de l'éducation et de la formation";"Pluridisciplinaire";"Lettres et sciences humaines";1
"0694123G";"École normale supérieure";"MCF";72;"72-Epistémologie, histoire des sciences et des techniques";"Pluridisciplinaire";"Lettres et sciences humaines";2
"0694123G";"École normale supérieure";"PR";5;"5-Sciences économiques";"Sciences économiques et de gestion";"Droit, économie et gestion";2
"0694123G";"École normale supérieure";"PR";7;"7-Sciences du langage";"Langues et littératures";"Lettres et sciences humaines";2
"0694123G";"École normale supérieure";"PR";8;"8-Langues et littératures anciennes";"Langues et littératures";"Lettres et sciences humaines";2
"0694123G";"École normale supérieure";"PR";9;"9-Langue et littérature française";"Langues et littératures";"Lettres et sciences humaines";3
"0694123G";"École normale supérieure";"PR";10;"10-Littératures comparées";"Langues et littératures";"Lettres et sciences humaines";1
"0694123G";"École normale supérieure";"PR";11;"11-Etudes anglophones";"Langues et littératures";"Lettres et sciences humaines";2
"0694123G";"École normale supérieure";"PR";12;"12-Etudes germaniques et scandinaves";"Langues et littératures";"Lettres et sciences humaines";1
"0694123G";"École normale supérieure";"PR";13;"13-Etudes slaves et baltes";"Langues et littératures";"Lettres et sciences humaines";1
"0694123G";"École normale supérieure";"PR";14;"14-Etudes romanes";"Langues et littératures";"Lettres et sciences humaines";2
"0694123G";"École normale supérieure";"PR";15;"15-Langues, littératures et cultures africaines, asiatiques et d'autres aires";"Langues et littératures";"Lettres et sciences humaines";1
"0694123G";"École normale supérieure";"PR";17;"17-Philosophie";"Sciences humaines";"Lettres et sciences humaines";5
"0694123G";"École normale supérieure";"PR";18;"18-Architecture (ses théories et ses pratiques), arts appliqués, arts plastiques, arts du spectacle, épistémologie des enseignements artistiques, esthétique, musicologie, musique, sciences de l'art";"Sciences humaines";"Lettres et sciences humaines";1
"0694123G";"École normale supérieure";"PR";19;"19-Sociologie, démographie";"Sciences humaines";"Lettres et sciences humaines";2
"0694123G";"École normale supérieure";"PR";20;"20-Ethnologie, préhistoire, anthropologie biologique";"Sciences humaines";"Lettres et sciences humaines";1
"0694123G";"École normale supérieure";"PR";21;"21-Histoire, civilisations, archéologie et art des mondes anciens et médiévaux";"Sciences humaines";"Lettres et sciences humaines";2
"0694123G";"École normale supérieure";"PR";22;"22-Histoire et civilisations : histoire des mondes modernes, histoire du monde contemporain , de l'art , de la musique";"Sciences humaines";"Lettres et sciences humaines";2
"0694123G";"École normale supérieure";"PR";23;"23-Géographie physique, humaine, économique et régionale";"Sciences humaines";"Lettres et sciences humaines";2
"0694123G";"École normale supérieure";"PR";25;"25-Mathématiques";"Mathématiques et informatique";"Sciences";3
"0694123G";"École normale supérieure";"PR";26;"26-Mathématiques appliquées et applications des mathématiques";"Mathématiques et informatique";"Sciences";6
"0694123G";"École normale supérieure";"PR";27;"27-Informatique";"Mathématiques et informatique";"Sciences";5
"0694123G";"École normale supérieure";"PR";28;"28-Milieux denses et matériaux";"Physique";"Sciences";5
"0694123G";"École normale supérieure";"PR";29;"29-Constituants élémentaires";"Physique";"Sciences";2
"0694123G";"École normale supérieure";"PR";31;"31-Chimie théorique, physique, analytique";"Chimie";"Sciences";2
"0694123G";"École normale supérieure";"PR";32;"32-Chimie organique, minérale, industrielle";"Chimie";"Sciences";2
"0694123G";"École normale supérieure";"PR";34;"34-Astronomie, astrophysique";"Sciences de la terre";"Sciences";1
"0694123G";"École normale supérieure";"PR";35;"35-Structure et évolution de la terre et des autres planètes";"Sciences de la terre";"Sciences";2
"0694123G";"École normale supérieure";"PR";36;"36-Terre solide : géodynamique des enveloppes supérieure, paléo-biosphère";"Sciences de la terre";"Sciences";1
"0694123G";"École normale supérieure";"PR";64;"64-Biochimie et biologie moléculaire";"Biologie et biochimie, neurosciences";"Sciences";3
"0694123G";"École normale supérieure";"PR";65;"65-Biologie cellulaire";"Biologie et biochimie, neurosciences";"Sciences";1
"0694123G";"École normale supérieure";"PR";66;"66-Physiologie";"Biologie et biochimie, neurosciences";"Sciences";1
"0694123G";"École normale supérieure";"PR";67;"67-Biologie des populations et écologie";"Biologie et biochimie, neurosciences";"Sciences";1
"0694123G";"École normale supérieure";"PR";70;"70-Sciences de l'éducation et de la formation";"Pluridisciplinaire";"Lettres et sciences humaines";2
"0720916E";"Université";"MCF";1;"1-Droit privé et sciences criminelles";"Droit et science politique";"Droit, économie et gestion";17
"0720916E";"Université";"MCF";2;"2-Droit public";"Droit et science politique";"Droit, économie et gestion";6
"0720916E";"Université";"MCF";3;"3-Histoire du droit et des institutions";"Droit et science politique";"Droit, économie et gestion";1
"0720916E";"Université";"MCF";5;"5-Sciences économiques";"Sciences économiques et de gestion";"Droit, économie et gestion";13
"0720916E";"Université";"MCF";6;"6-Sciences de gestion et du management";"Sciences économiques et de gestion";"Droit, économie et gestion";17
"0720916E";"Université";"MCF";7;"7-Sciences du langage";"Langues et littératures";"Lettres et sciences humaines";5
"0720916E";"Université";"MCF";8;"8-Langues et littératures anciennes";"Langues et littératures";"Lettres et sciences humaines";2
"0720916E";"Université";"MCF";9;"9-Langue et littérature française";"Langues et littératures";"Lettres et sciences humaines";3
"0720916E";"Université";"MCF";10;"10-Littératures comparées";"Langues et littératures";"Lettres et sciences humaines";1
"0720916E";"Université";"MCF";11;"11-Etudes anglophones";"Langues et littératures";"Lettres et sciences humaines";10
"0720916E";"Université";"MCF";12;"12-Etudes germaniques et scandinaves";"Langues et littératures";"Lettres et sciences humaines";2
"0720916E";"Université";"MCF";14;"14-Etudes romanes";"Langues et littératures";"Lettres et sciences humaines";6
"0720916E";"Université";"MCF";17;"17-Philosophie";"Sciences humaines";"Lettres et sciences humaines";1
"0720916E";"Université";"MCF";19;"19-Sociologie, démographie";"Sciences humaines";"Lettres et sciences humaines";2
"0720916E";"Université";"MCF";21;"21-Histoire, civilisations, archéologie et art des mondes anciens et médiévaux";"Sciences humaines";"Lettres et sciences humaines";4
"0720916E";"Université";"MCF";22;"22-Histoire et civilisations : histoire des mondes modernes, histoire du monde contemporain , de l'art , de la musique";"Sciences humaines";"Lettres et sciences humaines";6
"0720916E";"Université";"MCF";23;"23-Géographie physique, humaine, économique et régionale";"Sciences humaines";"Lettres et sciences humaines";8
"0720916E";"Université";"MCF";24;"24-Aménagement de l'espace, urbanisme";"Sciences humaines";"Lettres et sciences humaines";2
"0720916E";"Université";"MCF";25;"25-Mathématiques";"Mathématiques et informatique";"Sciences";3
"0720916E";"Université";"MCF";26;"26-Mathématiques appliquées et applications des mathématiques";"Mathématiques et informatique";"Sciences";8
"0720916E";"Université";"MCF";27;"27-Informatique";"Mathématiques et informatique";"Sciences";26
"0720916E";"Université";"MCF";28;"28-Milieux denses et matériaux";"Physique";"Sciences";13
"0720916E";"Université";"MCF";31;"31-Chimie théorique, physique, analytique";"Chimie";"Sciences";1
"0720916E";"Université";"MCF";32;"32-Chimie organique, minérale, industrielle";"Chimie";"Sciences";8
"0720916E";"Université";"MCF";33;"33-Chimie des matériaux";"Chimie";"Sciences";17
"0720916E";"Université";"MCF";35;"35-Structure et évolution de la terre et des autres planètes";"Sciences de la terre";"Sciences";1
"0720916E";"Université";"MCF";36;"36-Terre solide : géodynamique des enveloppes supérieure, paléo-biosphère";"Sciences de la terre";"Sciences";3
"0720916E";"Université";"MCF";60;"60-Mécanique, génie mécanique, génie civil";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";18
"0720916E";"Université";"MCF";61;"61-Génie informatique, automatique et traitement du signal";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";5
"0720916E";"Université";"MCF";63;"63-Génie électrique, électronique, photonique et systèmes";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";4
"0720916E";"Université";"MCF";64;"64-Biochimie et biologie moléculaire";"Biologie et biochimie, neurosciences";"Sciences";6
